n_components;n_neighbors;min_cluster_size;min_dist;coherence;diversity;score;n_topics;topic0_count
2;18;12;0,1;0,352620612;0,695;0,245071325;40;2214
2;13;18;0,1;0,413597868;0,591666667;0,244712072;12;4481
2;13;17;0,1;0,413597868;0,591666667;0,244712072;12;4481
4;13;19;0,1;0,407776474;0,6;0,244665884;8;4709
2;18;13;0,1;0,370172118;0,660714286;0,244578007;28;3054
3;18;12;0,1;0,42375453;0,575;0,243658855;12;4518
4;17;17;0,1;0,427025913;0,57;0,24340477;10;4518
4;17;18;0,1;0,427025913;0,57;0,24340477;10;4518
4;17;16;0,1;0,427025913;0,57;0,24340477;10;4518
4;17;15;0,1;0,427025913;0,57;0,24340477;10;4518
2;17;11;0,1;0,334538171;0,72739726;0,243342149;73;265
3;17;11;0,3;0,391748361;0,62;0,242883984;10;4696
3;12;16;0,1;0,365788832;0,662857143;0,24246574;35;643
2;10;15;0,5;0,387883385;0,625;0,242427115;8;4720
3;16;10;0,5;0,410790077;0,59;0,242366146;10;4697
3;16;11;0,5;0,410790077;0,59;0,242366146;10;4697
2;10;19;0,3;0,379281276;0,6375;0,241791814;8;4720
2;11;11;0,3;0,408174424;0,592307692;0,241764851;13;4622
3;17;12;0,1;0,428936278;0,563636364;0,241764084;11;4518
4;13;15;0,5;0,402733067;0,6;0,24163984;8;4709
4;13;16;0,5;0,402733067;0,6;0,24163984;8;4709
4;13;17;0,3;0,402733067;0,6;0,24163984;8;4709
4;13;19;0,3;0,402733067;0,6;0,24163984;8;4709
4;13;18;0,3;0,402733067;0,6;0,24163984;8;4709
2;14;15;0,1;0,350708762;0,688888889;0,241599369;27;2835
3;16;11;0,3;0,416422192;0,58;0,241524872;10;4697
2;14;15;0,5;0,394267808;0,6125;0,241489032;8;4708
2;10;15;0,1;0,474864184;0,507692308;0,241084894;13;4442
4;14;15;0,1;0,457504122;0,526666667;0,240952171;15;3966
2;15;14;0,5;0,41001124;0,5875;0,240881603;8;4693
2;15;11;0,1;0,422530786;0,56969697;0,240714508;33;3250
2;14;12;0,1;0,349691801;0,687931034;0,240563842;58;332
3;11;13;0,1;0,480624738;0,5;0,240312369;17;3994
4;18;13;0,1;0,408466649;0,5875;0,239974157;8;4715
2;16;19;0,3;0,408466649;0,5875;0,239974157;8;4716
2;16;17;0,3;0,408466649;0,5875;0,239974157;8;4716
2;13;13;0,5;0,408466649;0,5875;0,239974157;8;4716
2;13;14;0,5;0,408466649;0,5875;0,239974157;8;4716
2;11;14;0,5;0,408466649;0,5875;0,239974157;8;4709
4;16;15;0,3;0,399946122;0,6;0,239967673;9;4519
4;16;16;0,3;0,399946122;0,6;0,239967673;9;4519
2;17;18;0,5;0,351073925;0,683333333;0,239900516;6;4752
2;17;19;0,5;0,351073925;0,683333333;0,239900516;6;4752
2;17;17;0,5;0,351073925;0,683333333;0,239900516;6;4752
3;17;15;0,1;0,424594105;0,563636364;0,239316677;11;4518
3;17;14;0,1;0,424594105;0,563636364;0,239316677;11;4518
4;16;13;0,3;0,427001902;0,56;0,239121065;10;4519
3;15;15;0,1;0,427001902;0,56;0,239121065;10;4518
2;10;17;0,1;0,447946043;0,533333333;0,238904556;12;4434
3;10;19;0,5;0,38184795;0,625;0,238654968;8;4721
3;10;17;0,5;0,38184795;0,625;0,238654968;8;4721
3;10;18;0,5;0,38184795;0,625;0,238654968;8;4721
2;19;15;0,1;0,366269054;0,65;0,238074885;26;3152
2;12;17;0,1;0,402331944;0,591304348;0,237900628;23;3217
2;12;15;0,1;0,352430425;0,675;0,237890537;36;1890
2;14;15;0,3;0,388385816;0,6125;0,237886312;8;4707
2;17;16;0,3;0,3876553;0,6125;0,237438871;8;4704
3;12;19;0,1;0,347623658;0,681818182;0,237016131;33;353
2;10;11;0,1;0,356097853;0,665384615;0,236942033;78;216
2;10;19;0,1;0,450420535;0,525;0,236470781;12;4434
2;10;18;0,1;0,450420535;0,525;0,236470781;12;4434
2;10;12;0,3;0,399148273;0,592307692;0,236418592;13;4651
3;17;16;0,1;0,356248493;0,663157895;0,236249;38;369
3;10;18;0,3;0,385456066;0,6125;0,23609184;8;4721
4;10;16;0,3;0,385456066;0,6125;0,23609184;8;4721
3;10;19;0,3;0,385456066;0,6125;0,23609184;8;4721
3;10;17;0,3;0,385456066;0,6125;0,23609184;8;4721
2;16;10;0,5;0,413828416;0,57;0,235882197;10;4689
2;16;11;0,5;0,413828416;0,57;0,235882197;10;4689
2;18;16;0,1;0,361736284;0,652;0,235852057;25;2874
4;11;15;0,1;0,337648421;0,6975;0,235509773;40;369
2;13;12;0,3;0,404344478;0,581818182;0,235254969;11;4664
3;12;10;0,1;0,374966096;0,626666667;0,234978754;75;218
2;19;14;0,1;0,399960812;0,5875;0,234976977;8;4715
2;19;13;0,1;0,399960812;0,5875;0,234976977;8;4715
2;10;16;0,3;0,375563489;0,625;0,23472718;8;4720
2;10;17;0,3;0,375563489;0,625;0,23472718;8;4720
2;10;18;0,3;0,375563489;0,625;0,23472718;8;4720
3;14;10;0,1;0,39033656;0,601298701;0,234708867;77;247
3;17;11;0,1;0,44356052;0,528571429;0,234453418;14;4518
3;11;14;0,1;0,427868099;0,546666667;0,233901228;15;3997
3;14;14;0,5;0,397811188;0,5875;0,233714073;8;4708
4;14;14;0,5;0,397811188;0,5875;0,233714073;8;4715
4;15;14;0,5;0,397811188;0,5875;0,233714073;8;4716
3;10;16;0,5;0,389358997;0,6;0,233615398;8;4721
2;10;10;0,1;0,348299767;0,664835165;0,231561933;91;220
2;11;10;0,1;0,344115139;0,672340426;0,231362519;94;223
2;16;11;0,1;0,347786823;0,665151515;0,231330932;66;708
2;11;11;0,1;0,401820717;0,573913043;0,23061015;46;2992
4;17;17;0,3;0,391372257;0,588888889;0,230474773;9;4517
4;16;11;0,3;0,403811725;0,57;0,230172683;10;4704
4;16;10;0,3;0,403811725;0,57;0,230172683;10;4704
2;12;19;0,1;0,391194104;0,585714286;0,229127975;21;3185
3;15;11;0,3;0,4003227;0,57;0,228183939;10;4697
4;15;10;0,3;0,4003227;0,57;0,228183939;10;4696
4;15;11;0,3;0,4003227;0,57;0,228183939;10;4696
2;10;16;0,1;0,470517953;0,484615385;0,228020239;13;4434
3;12;17;0,1;0,33494797;0,68;0,227764619;35;643
2;17;10;0,5;0,406213705;0,56;0,227479675;10;4740
2;17;17;0,3;0,370658862;0,6125;0,227028553;8;4704
2;17;15;0,3;0,370658862;0,6125;0,227028553;8;4705
2;11;16;0,5;0,369116349;0,614285714;0,2267429;7;4709
2;11;15;0,5;0,369116349;0,614285714;0,2267429;7;4709
4;17;18;0,3;0,384581886;0,588888889;0,226476;9;4517
2;13;15;0,5;0,386032078;0,585714286;0,226104503;7;4716
4;18;15;0,1;0,386032078;0,585714286;0,226104503;7;4715
2;13;18;0,5;0,386032078;0,585714286;0,226104503;7;4716
2;13;16;0,5;0,386032078;0,585714286;0,226104503;7;4716
2;13;17;0,5;0,386032078;0,585714286;0,226104503;7;4716
2;13;19;0,5;0,386032078;0,585714286;0,226104503;7;4716
2;16;10;0,1;0,314745502;0,718181818;0,226044497;88;203
3;14;12;0,1;0,451674476;0,5;0,225837238;14;4517
4;10;19;0,1;0,434046458;0,52;0,225704158;15;4037
3;12;19;0,3;0,368377321;0,6125;0,225631109;8;4714
2;16;16;0,1;0,417804006;0,54;0,225614163;10;4525
2;16;15;0,1;0,417804006;0,54;0,225614163;10;4525
2;14;11;0,5;0,411940375;0,546666667;0,225194072;15;4469
2;11;17;0,5;0,375096474;0,6;0,225057885;7;4709
2;11;18;0,5;0,375096474;0,6;0,225057885;7;4709
2;10;12;0,1;0,348578062;0,643939394;0,224463146;66;638
4;10;17;0,3;0,381553135;0,5875;0,224162467;8;4721
4;10;18;0,3;0,381553135;0,5875;0,224162467;8;4721
2;17;18;0,3;0,364641085;0,6125;0,223342664;8;4704
2;17;19;0,3;0,364641085;0,6125;0,223342664;8;4704
2;12;18;0,1;0,394940065;0,563636364;0,222602582;22;3216
4;18;11;0,1;0,396897176;0,56;0,222262418;10;4703
4;14;17;0,5;0,379391838;0,585714286;0,22221522;7;4715
4;15;15;0,5;0,379391838;0,585714286;0,22221522;7;4716
4;14;15;0,5;0,379391838;0,585714286;0,22221522;7;4715
4;14;19;0,5;0,379391838;0,585714286;0,22221522;7;4715
4;14;18;0,5;0,379391838;0,585714286;0,22221522;7;4715
4;17;16;0,5;0,379391838;0,585714286;0,22221522;7;4716
4;17;15;0,5;0,379391838;0,585714286;0,22221522;7;4716
3;17;18;0,5;0,379391838;0,585714286;0,22221522;7;4716
4;14;16;0,5;0,379391838;0,585714286;0,22221522;7;4715
3;17;16;0,5;0,379391838;0,585714286;0,22221522;7;4716
3;17;17;0,5;0,379391838;0,585714286;0,22221522;7;4716
4;11;18;0,1;0,355928667;0,622580645;0,221594299;31;620
2;13;11;0,1;0,418794012;0,527777778;0,221030173;36;3458
4;14;19;0,3;0,3770527;0,585714286;0,220845153;7;4696
4;14;18;0,3;0,3770527;0,585714286;0,220845153;7;4696
3;14;13;0,5;0,396748615;0,555555556;0,220415897;9;4708
3;15;19;0,3;0,375879768;0,585714286;0,22015815;7;4709
3;15;18;0,3;0,375879768;0,585714286;0,22015815;7;4709
3;15;17;0,3;0,375879768;0,585714286;0,22015815;7;4709
4;15;19;0,3;0,375879768;0,585714286;0,22015815;7;4709
4;15;16;0,3;0,375879768;0,585714286;0,22015815;7;4709
4;15;17;0,3;0,375879768;0,585714286;0,22015815;7;4709
4;15;18;0,3;0,375879768;0,585714286;0,22015815;7;4709
3;15;16;0,3;0,375879768;0,585714286;0,22015815;7;4709
2;11;19;0,5;0,375437601;0,585714286;0,219899167;7;4709
3;11;19;0,1;0,427888317;0,513333333;0,219649336;15;3998
4;14;10;0,5;0,395268553;0,555555556;0,219593641;9;4715
4;15;12;0,3;0,405172116;0,541666667;0,21946823;12;4515
4;19;12;0,1;0,386498631;0,566666667;0,219015891;9;4696
3;11;17;0,1;0,432205351;0,506666667;0,218984044;15;4002
3;11;15;0,1;0,43185354;0,506666667;0,218805793;15;4004
4;13;14;0,5;0,409647406;0,533333333;0,218478617;9;4709
4;13;11;0,3;0,409647406;0,533333333;0,218478617;9;4709
4;13;10;0,5;0,409647406;0,533333333;0,218478617;9;4709
4;13;15;0,3;0,409647406;0,533333333;0,218478617;9;4709
4;13;11;0,5;0,409647406;0,533333333;0,218478617;9;4709
4;13;14;0,3;0,409647406;0,533333333;0,218478617;9;4709
4;13;13;0,5;0,409647406;0,533333333;0,218478617;9;4709
4;13;12;0,3;0,409647406;0,533333333;0,218478617;9;4709
4;13;12;0,5;0,409647406;0,533333333;0,218478617;9;4709
4;13;10;0,3;0,409647406;0,533333333;0,218478617;9;4709
4;13;16;0,3;0,409647406;0,533333333;0,218478617;9;4709
4;13;13;0,3;0,409647406;0,533333333;0,218478617;9;4709
3;14;19;0,3;0,373002882;0,585714286;0,218473117;7;4708
3;13;11;0,5;0,412171414;0,53;0,21845085;10;4709
4;10;11;0,5;0,412171414;0,53;0,21845085;10;4721
3;13;12;0,5;0,412171414;0,53;0,21845085;10;4709
3;13;10;0,5;0,412171414;0,53;0,21845085;10;4709
4;10;12;0,5;0,412171414;0,53;0,21845085;10;4721
2;15;19;0,1;0,372867393;0,585714286;0,218393759;7;4715
2;15;18;0,1;0,372867393;0,585714286;0,218393759;7;4715
4;17;15;0,3;0,371108689;0,5875;0,218026355;8;4716
4;17;19;0,3;0,371108689;0,5875;0,218026355;8;4716
3;17;15;0,5;0,371108689;0,5875;0,218026355;8;4716
4;17;16;0,3;0,371108689;0,5875;0,218026355;8;4716
3;16;14;0,5;0,417153005;0,522222222;0,217846569;9;4710
3;16;13;0,5;0,416918487;0,522222222;0,217724099;9;4709
3;16;12;0,5;0,416918487;0,522222222;0,217724099;9;4710
3;14;14;0,3;0,391587084;0,555555556;0,21754838;9;4708
2;10;14;0,1;0,465417498;0,466666667;0,217194832;15;4443
3;10;10;0,3;0,381363357;0,569230769;0,217083757;13;4670
2;12;15;0,3;0,368913864;0,5875;0,216736895;8;4696
4;11;17;0,3;0,368913864;0,5875;0,216736895;8;4708
4;11;18;0,3;0,368913864;0,5875;0,216736895;8;4708
3;12;17;0,3;0,360738154;0,6;0,216442892;8;4714
3;12;18;0,3;0,360738154;0,6;0,216442892;8;4714
3;14;15;0,5;0,369239529;0,585714286;0,216268867;7;4708
4;12;19;0,3;0,369239529;0,585714286;0,216268867;7;4709
3;14;19;0,5;0,369239529;0,585714286;0,216268867;7;4708
3;14;18;0,5;0,369239529;0,585714286;0,216268867;7;4708
3;14;17;0,5;0,369239529;0,585714286;0,216268867;7;4708
3;14;16;0,5;0,369239529;0,585714286;0,216268867;7;4708
3;14;12;0,5;0,388986691;0,555555556;0,216103717;9;4708
3;14;11;0,5;0,388986691;0,555555556;0,216103717;9;4708
4;10;18;0,1;0,41999098;0,513333333;0,21559537;15;4040
2;16;12;0,1;0,444860965;0,484615385;0,215586468;13;4525
2;15;10;0,1;0,417738099;0,515909091;0,215514883;44;3172
3;12;18;0,1;0,408620673;0,527272727;0,215454537;11;4522
3;16;18;0,3;0,376622706;0,571428571;0,215212975;7;4716
3;16;19;0,3;0,376622706;0,571428571;0,215212975;7;4716
3;13;17;0,1;0,376622706;0,571428571;0,215212975;7;4709
3;13;18;0,1;0,376622706;0,571428571;0,215212975;7;4709
3;13;19;0,1;0,376622706;0,571428571;0,215212975;7;4709
2;16;14;0,1;0,407898241;0,527272727;0,215073618;11;4525
3;11;16;0,1;0,423607718;0,506666667;0,214627911;15;4003
2;17;13;0,5;0,410715526;0,522222222;0,214484775;9;4752
2;17;14;0,5;0,410715526;0,522222222;0,214484775;9;4752
2;17;12;0,5;0,410715526;0,522222222;0,214484775;9;4752
2;11;15;0,3;0,364990811;0,5875;0,214432101;8;4708
2;12;18;0,3;0,364990811;0,5875;0,214432101;8;4696
2;11;17;0,3;0,364990811;0,5875;0,214432101;8;4708
2;11;16;0,3;0,364990811;0,5875;0,214432101;8;4708
2;11;19;0,3;0,364990811;0,5875;0,214432101;8;4708
2;11;18;0,3;0,364990811;0,5875;0,214432101;8;4708
2;12;16;0,3;0,364990811;0,5875;0,214432101;8;4696
2;12;17;0,3;0,364990811;0,5875;0,214432101;8;4696
3;11;18;0,1;0,423183543;0,506666667;0,214412995;15;4007
2;11;12;0,3;0,414885842;0,516666667;0,214357685;12;4612
4;16;10;0,5;0,410260896;0,522222222;0,214247357;9;4709
4;16;14;0,3;0,410260896;0,522222222;0,214247357;9;4716
2;15;12;0,5;0,410260896;0,522222222;0,214247357;9;4694
2;13;10;0,5;0,410260896;0,522222222;0,214247357;9;4716
3;15;13;0,3;0,410260896;0,522222222;0,214247357;9;4709
3;15;12;0,3;0,410260896;0,522222222;0,214247357;9;4709
2;16;12;0,5;0,410260896;0,522222222;0,214247357;9;4690
2;15;13;0,3;0,410260896;0,522222222;0,214247357;9;4708
4;10;13;0,5;0,410260896;0,522222222;0,214247357;9;4721
4;16;12;0,3;0,410260896;0,522222222;0,214247357;9;4716
3;11;12;0,5;0,410260896;0,522222222;0,214247357;9;4709
3;11;14;0,5;0,410260896;0,522222222;0,214247357;9;4709
3;11;13;0,5;0,410260896;0,522222222;0,214247357;9;4709
3;11;11;0,5;0,410260896;0,522222222;0,214247357;9;4709
4;10;14;0,5;0,410260896;0,522222222;0,214247357;9;4721
3;13;14;0,3;0,410260896;0,522222222;0,214247357;9;4709
3;12;11;0,5;0,410260896;0,522222222;0,214247357;9;4709
3;13;13;0,5;0,410260896;0,522222222;0,214247357;9;4709
3;12;14;0,5;0,410260896;0,522222222;0,214247357;9;4709
3;12;12;0,5;0,410260896;0,522222222;0,214247357;9;4709
3;16;12;0,3;0,410260896;0,522222222;0,214247357;9;4716
3;16;13;0,3;0,410260896;0,522222222;0,214247357;9;4716
3;15;14;0,3;0,410260896;0,522222222;0,214247357;9;4709
4;15;14;0,1;0,410260896;0,522222222;0,214247357;9;4709
4;15;12;0,5;0,410260896;0,522222222;0,214247357;9;4716
4;15;14;0,3;0,410260896;0,522222222;0,214247357;9;4709
4;15;11;0,5;0,410260896;0,522222222;0,214247357;9;4716
2;12;14;0,5;0,410260896;0,522222222;0,214247357;9;4708
3;15;12;0,5;0,410260896;0,522222222;0,214247357;9;4709
4;15;13;0,3;0,410260896;0,522222222;0,214247357;9;4709
4;15;10;0,5;0,410260896;0,522222222;0,214247357;9;4716
3;12;13;0,5;0,410260896;0,522222222;0,214247357;9;4709
3;13;12;0,3;0,410260896;0,522222222;0,214247357;9;4709
3;13;13;0,3;0,410260896;0,522222222;0,214247357;9;4709
2;15;14;0,3;0,410260896;0,522222222;0,214247357;9;4708
2;13;14;0,3;0,410260896;0,522222222;0,214247357;9;4709
3;15;13;0,5;0,410260896;0,522222222;0,214247357;9;4709
3;15;10;0,5;0,410260896;0,522222222;0,214247357;9;4709
3;16;14;0,3;0,410260896;0,522222222;0,214247357;9;4716
2;16;14;0,5;0,410260896;0,522222222;0,214247357;9;4689
2;13;13;0,3;0,410260896;0,522222222;0,214247357;9;4709
2;16;13;0,5;0,410260896;0,522222222;0,214247357;9;4689
3;15;11;0,5;0,410260896;0,522222222;0,214247357;9;4709
4;12;12;0,5;0,410260896;0,522222222;0,214247357;9;4709
2;16;12;0,3;0,410260896;0,522222222;0,214247357;9;4716
2;16;13;0,3;0,410260896;0,522222222;0,214247357;9;4716
4;12;13;0,5;0,410260896;0,522222222;0,214247357;9;4709
2;13;11;0,5;0,410260896;0,522222222;0,214247357;9;4716
4;14;12;0,5;0,410260896;0,522222222;0,214247357;9;4715
4;14;11;0,5;0,410260896;0,522222222;0,214247357;9;4715
2;13;12;0,5;0,410260896;0,522222222;0,214247357;9;4716
2;16;14;0,3;0,410260896;0,522222222;0,214247357;9;4716
2;16;11;0,3;0,410260896;0,522222222;0,214247357;9;4716
2;15;13;0,5;0,410260896;0,522222222;0,214247357;9;4693
4;12;14;0,5;0,410260896;0,522222222;0,214247357;9;4709
4;15;13;0,5;0,410260896;0,522222222;0,214247357;9;4716
2;16;16;0,3;0,410260896;0,522222222;0,214247357;9;4716
2;16;15;0,3;0,410260896;0,522222222;0,214247357;9;4716
4;14;13;0,5;0,410260896;0,522222222;0,214247357;9;4715
2;17;15;0,1;0,357177232;0,597058824;0,213255818;34;2228
3;14;12;0,3;0,410827872;0,518181818;0,212883534;11;4695
3;14;11;0,3;0,410827872;0,518181818;0,212883534;11;4695
4;17;19;0,1;0,361866463;0,5875;0,212596547;8;4716
2;17;10;0,1;0,414754074;0,511904762;0,212314586;42;3130
4;16;10;0,1;0,415292738;0,509090909;0,211421757;11;4688
4;16;11;0,1;0,415292738;0,509090909;0,211421757;11;4688
2;13;12;0,1;0,308740717;0,684;0,21117865;75;152
2;15;12;0,1;0,407355256;0,518181818;0,211084087;11;4695
3;10;18;0,1;0,404251873;0,518181818;0,209475971;11;4516
3;10;16;0,1;0,404251873;0,518181818;0,209475971;11;4516
3;10;17;0,1;0,404251873;0,518181818;0,209475971;11;4516
2;17;13;0,3;0,376569876;0,555555556;0,209205486;9;4705
2;17;14;0,3;0,376569876;0,555555556;0,209205486;9;4706
4;17;12;0,5;0,376373999;0,555555556;0,209096666;9;4716
4;17;10;0,3;0,403099398;0,518181818;0,208878779;11;4697
3;17;10;0,3;0,403099398;0,518181818;0,208878779;11;4696
3;16;10;0,3;0,403099398;0,518181818;0,208878779;11;4697
4;12;16;0,3;0,354828056;0,5875;0,208461483;8;4709
4;12;17;0,3;0,354828056;0,5875;0,208461483;8;4709
4;12;18;0,3;0,354828056;0,5875;0,208461483;8;4709
2;10;13;0,1;0,42218196;0,493333333;0,208276434;15;4443
3;10;19;0,1;0,401413378;0,518181818;0,208005114;11;4516
3;15;10;0,3;0,40824948;0,509090909;0,207836099;11;4697
4;17;12;0,3;0,373897126;0,555555556;0,207720626;9;4716
3;17;18;0,1;0,373505044;0,555555556;0,207502802;9;4716
3;17;17;0,1;0,373505044;0,555555556;0,207502802;9;4716
3;17;19;0,1;0,373505044;0,555555556;0,207502802;9;4716
4;17;13;0,5;0,373505044;0,555555556;0,207502802;9;4716
4;17;13;0,3;0,373505044;0,555555556;0,207502802;9;4716
4;17;14;0,3;0,373505044;0,555555556;0,207502802;9;4716
4;17;14;0,5;0,373505044;0,555555556;0,207502802;9;4716
4;16;15;0,1;0,396468966;0,522222222;0,207044905;9;4688
4;12;19;0,1;0,414084436;0,5;0,207042218;11;4521
3;11;18;0,3;0,352139875;0,5875;0,206882177;8;4709
3;15;12;0,1;0,432142527;0,478571429;0,206811067;14;4518
2;11;13;0,5;0,37101108;0,555555556;0,206117267;9;4709
4;19;10;0,1;0,367959256;0,56;0,206057184;10;4696
2;13;10;0,3;0,400084251;0,515;0,206043389;40;3106
2;12;12;0,3;0,403672824;0,509090909;0,205506165;11;4695
2;15;10;0,5;0,403209258;0,509090909;0,205270168;11;4688
2;15;11;0,5;0,403209258;0,509090909;0,205270168;11;4688
2;15;10;0,3;0,403209258;0,509090909;0,205270168;11;4688
2;15;11;0,3;0,403209258;0,509090909;0,205270168;11;4688
4;12;13;0,1;0,447293156;0,457142857;0,204476871;14;4521
4;12;15;0,1;0,408528678;0,5;0,204264339;11;4521
3;17;14;0,5;0,366238532;0,555555556;0,203465851;9;4716
3;17;12;0,3;0,366238532;0,555555556;0,203465851;9;4715
3;17;14;0,3;0,366238532;0,555555556;0,203465851;9;4715
3;17;13;0,3;0,366238532;0,555555556;0,203465851;9;4715
2;10;14;0,3;0,391158787;0,52;0,203402569;10;4720
2;12;11;0,5;0,399416966;0,509090909;0,203339546;11;4696
2;12;10;0,5;0,399416966;0,509090909;0,203339546;11;4696
2;17;11;0,5;0,399416966;0,509090909;0,203339546;11;4692
2;18;15;0,1;0,334032013;0,607692308;0,202988685;26;2892
2;10;13;0,3;0,39003754;0,52;0,202819521;10;4720
3;17;12;0,5;0,36374665;0,555555556;0,202081472;9;4716
3;17;13;0,5;0,36374665;0,555555556;0,202081472;9;4716
3;17;11;0,5;0,36374665;0,555555556;0,202081472;9;4716
2;13;13;0,1;0,375577441;0,535483871;0,201115662;31;3404
4;12;12;0,1;0,446733671;0,45;0,201030152;14;4521
4;12;16;0,1;0,408528678;0,490909091;0,200550442;11;4521
4;12;18;0,1;0,408528678;0,490909091;0,200550442;11;4521
4;12;17;0,1;0,408528678;0,490909091;0,200550442;11;4521
2;13;10;0,1;0,36571984;0,545454545;0,199483549;55;2403
4;12;11;0,3;0,391427859;0,509090909;0,199272365;11;4697
4;14;10;0,3;0,391427859;0,509090909;0,199272365;11;4696
4;14;11;0,3;0,391427859;0,509090909;0,199272365;11;4696
3;11;19;0,3;0,344500708;0,575;0,198087907;8;4709
3;16;16;0,3;0,394272286;0,5;0,197136143;8;4716
3;16;17;0,3;0,394272286;0,5;0,197136143;8;4716
3;16;15;0,3;0,394272286;0,5;0,197136143;8;4716
3;12;10;0,5;0,410580017;0,48;0,197078408;10;4709
3;13;11;0,3;0,410580017;0,48;0,197078408;10;4709
3;13;10;0,3;0,410580017;0,48;0,197078408;10;4709
2;13;11;0,3;0,410580017;0,48;0,197078408;10;4709
2;12;14;0,3;0,393850418;0,5;0,196925209;10;4696
3;13;16;0,1;0,403581474;0,4875;0,196745968;8;4709
2;13;15;0,3;0,393085385;0,5;0,196542693;8;4709
3;14;13;0,3;0,392940953;0,5;0,196470476;10;4708
2;14;14;0,5;0,392587522;0,5;0,196293761;10;4708
4;14;13;0,3;0,392011852;0,5;0,196005926;10;4696
4;14;14;0,3;0,392011852;0,5;0,196005926;10;4696
2;14;13;0,3;0,391466275;0,5;0,195733138;10;4708
2;14;14;0,3;0,391466275;0,5;0,195733138;10;4708
4;14;12;0,3;0,38971455;0,5;0,194857275;10;4696
3;10;14;0,3;0,389168973;0,5;0,194584487;10;4721
3;10;10;0,5;0,389168973;0,5;0,194584487;10;4721
3;10;13;0,3;0,389168973;0,5;0,194584487;10;4721
3;10;12;0,5;0,389168973;0,5;0,194584487;10;4721
3;10;11;0,5;0,389168973;0,5;0,194584487;10;4721
3;10;13;0,5;0,389168973;0,5;0,194584487;10;4721
4;10;11;0,3;0,389168973;0,5;0,194584487;10;4721
4;10;10;0,3;0,389168973;0,5;0,194584487;10;4721
4;10;13;0,3;0,389168973;0,5;0,194584487;10;4721
4;10;12;0,3;0,389168973;0,5;0,194584487;10;4721
3;11;10;0,5;0,389168973;0,5;0,194584487;10;4709
3;12;12;0,3;0,389168973;0,5;0,194584487;10;4714
3;12;14;0,3;0,389168973;0,5;0,194584487;10;4714
2;12;13;0,5;0,389168973;0,5;0,194584487;10;4708
2;12;12;0,5;0,389168973;0,5;0,194584487;10;4708
4;12;10;0,5;0,389168973;0,5;0,194584487;10;4709
3;12;13;0,3;0,389168973;0,5;0,194584487;10;4714
4;12;11;0,5;0,389168973;0,5;0,194584487;10;4709
2;10;10;0,3;0,395548932;0,491666667;0,194478225;12;4699
2;10;11;0,3;0,395548932;0,491666667;0,194478225;12;4699
4;10;14;0,3;0,388061034;0,5;0,194030517;10;4721
2;12;10;0,3;0,415503306;0,466666667;0,193901543;12;4695
2;12;13;0,3;0,411210786;0,47;0,193269069;10;4696
2;10;13;0,5;0,385953455;0,5;0,192976728;10;4720
2;10;12;0,5;0,385953455;0,5;0,192976728;10;4720
4;12;14;0,3;0,385953455;0,5;0,192976728;10;4709
2;11;13;0,3;0,385953455;0,5;0,192976728;10;4708
2;11;14;0,3;0,385953455;0,5;0,192976728;10;4708
4;11;11;0,3;0,385953455;0,5;0,192976728;10;4708
4;11;13;0,3;0,385953455;0,5;0,192976728;10;4708
4;11;12;0,3;0,385953455;0,5;0,192976728;10;4708
2;10;14;0,5;0,384845517;0,5;0,192422758;10;4720
4;11;14;0,3;0,384845517;0,5;0,192422758;10;4708
4;10;10;0,5;0,398933984;0,481818182;0,192213647;11;4721
3;14;10;0,5;0,382678258;0,5;0,191339129;10;4708
3;12;15;0,5;0,391493205;0,4875;0,190852938;8;4709
4;15;15;0,1;0,391493205;0,4875;0,190852938;8;4709
2;15;15;0,3;0,391493205;0,4875;0,190852938;8;4708
3;16;15;0,5;0,391493205;0,4875;0,190852938;8;4709
4;10;15;0,5;0,391493205;0,4875;0,190852938;8;4721
3;10;14;0,5;0,405249262;0,47;0,190467153;10;4721
2;14;13;0,5;0,405249262;0,47;0,190467153;10;4708
2;16;10;0,3;0,404671062;0,47;0,190195399;10;4716
3;11;13;0,3;0,380380956;0,5;0,190190478;10;4709
3;11;14;0,3;0,380380956;0,5;0,190190478;10;4709
4;12;12;0,3;0,380380956;0,5;0,190190478;10;4709
3;11;12;0,3;0,380380956;0,5;0,190190478;10;4709
4;12;13;0,3;0,380380956;0,5;0,190190478;10;4709
2;11;12;0,5;0,380380956;0,5;0,190190478;10;4709
3;17;10;0,1;0,418960489;0,452941176;0,189764457;17;4518
3;15;15;0,3;0,388318824;0,4875;0,189305427;8;4709
4;15;15;0,3;0,388318824;0,4875;0,189305427;8;4709
2;16;15;0,5;0,388093221;0,4875;0,189195445;8;4689
2;14;11;0,3;0,412316929;0,458333333;0,188978592;12;4696
2;14;10;0,3;0,412316929;0,458333333;0,188978592;12;4696
2;16;13;0,1;0,404676106;0,466666667;0,18884885;12;4525
2;10;11;0,5;0,411856728;0,458333333;0,188767667;12;4659
2;11;10;0,3;0,411856728;0,458333333;0,188767667;12;4686
3;14;10;0,3;0,411856728;0,458333333;0,188767667;12;4695
2;15;12;0,3;0,401137184;0,47;0,188534477;10;4715
3;17;10;0,5;0,398667574;0,47;0,18737376;10;4716
2;17;14;0,1;0,396146693;0,47;0,186188946;10;4716
2;17;12;0,1;0,396146693;0,47;0,186188946;10;4716
